Frame,Body_Angle_deg,Leg_Stretch_Ratio
1346,85.964,0.569
1346,94.194,0.415
1347,85.99,0.569
1347,94.285,0.415
1348,84.221,0.588
1348,93.667,0.417
1349,85.439,0.582
1349,98.324,0.364
1350,85.803,0.583
1350,95.62,0.418
1351,85.238,0.597
1351,93.538,0.394
1352,86.02,0.561
1352,94.028,0.44
1352,84.563,0.242
1353,86.051,0.562
1353,94.076,0.44
1353,84.548,0.242
1354,87.31,0.604
1354,94.856,0.382
1354,84.615,0.243
1355,87.163,0.558
1355,93.903,0.397
1356,89.756,0.577
1356,88.127,0.418
1357,92.361,0.625
1357,85.624,0.412
1357,84.821,0.241
1358,97.008,0.608
1358,82.278,0.394
1359,96.974,0.607
1359,82.179,0.394
1360,97.98,0.596
1360,82.311,0.396
1361,100.728,0.577
1361,77.364,0.406
1362,103.585,0.573
1362,82.819,0.38
1363,105.168,0.556
1363,86.884,0.389
1364,105.163,0.543
1364,88.468,0.42
1365,105.131,0.543
1365,88.544,0.421
1366,106.34,0.542
1366,92.181,0.413
1367,107.819,0.558
1367,96.577,0.416
1368,115.409,0.572
1368,97.443,0.408
1369,113.261,0.569
1369,94.958,0.367
1370,115.2,0.551
1370,100.352,0.41
1371,115.069,0.551
1371,100.327,0.411
1372,113.954,0.623
1372,101.257,0.37
1373,112.981,0.636
1373,100.536,0.362
1374,107.691,0.594
1374,98.62,0.381
1375,112.091,0.571
1375,100.964,0.404
1376,117.626,0.584
1376,101.318,0.412
1377,117.735,0.585
1377,101.287,0.413
1378,121.881,0.629
1378,101.366,0.413
1379,123.003,0.542
1379,97.61,0.407
1380,131.724,0.504
1380,99.256,0.381
1381,134.488,0.476
1381,102.906,0.368
1382,135.102,0.476
1382,106.572,0.365
1383,135.068,0.477
1383,106.423,0.365
1384,135.342,0.484
1384,103.406,0.427
1385,137.781,0.498
1385,101.094,0.425
1386,140.594,0.491
1386,97.042,0.384
1387,138.568,0.511
1387,93.048,0.411
1388,131.719,0.523
1388,102.841,0.408
1389,131.728,0.524
1389,102.915,0.409
1390,121.683,0.467
1390,100.144,0.401
1391,123.93,0.487
1391,99.759,0.379
1392,116.569,0.462
1392,101.725,0.397
1393,114.156,0.492
1393,109.252,0.391
1394,112.548,0.505
1394,105.652,0.466
1395,112.452,0.504
1395,105.667,0.466
1396,109.809,0.512
1396,110.978,0.362
1397,107.277,0.502
1397,107.775,0.42
1398,103.241,0.501
1398,109.378,0.418
1399,101.303,0.498
1399,106.647,0.394
1400,99.013,0.505
1401,99.002,0.505
1402,98.346,0.502
1403,98.666,0.506
1403,100.252,0.361
1404,95.035,0.513
1404,99.935,0.395
1405,94.664,0.491
1405,98.055,0.456
1406,91.232,0.503
1407,91.253,0.503
1408,90.708,0.52
1408,98.807,0.437
1409,89.629,0.544
1409,98.833,0.403
1410,92.999,0.53
1410,96.583,0.445
1411,95.768,0.528
1411,85.996,0.452
1412,93.764,0.555
1412,107.24,0.461
1413,93.784,0.555
1413,107.517,0.458
1414,93.524,0.551
1414,86.733,0.512
1415,91.494,0.64
1415,79.911,0.402
1416,88.359,0.623
1416,92.741,0.391
1417,92.429,0.531
1417,82.397,0.349
1418,94.627,0.571
1418,119.696,0.364
1419,94.638,0.572
1419,119.524,0.364
1420,101.774,0.62
1420,115.172,0.336
1421,108.64,0.586
1421,118.727,0.375
1422,121.979,0.555
1422,112.911,0.364
1423,136.611,0.523
1423,112.112,0.343
1424,141.25,0.51
1424,112.425,0.36
1425,141.209,0.51
1425,112.536,0.36
1426,147.162,0.513
1426,102.249,0.347
1427,149.795,0.466
1427,103.823,0.35
1428,154.624,0.454
1428,104.342,0.387
1429,150.1,0.452
1429,97.17,0.368
1430,158.171,0.48
1430,87.635,0.371
1431,157.918,0.48
1431,87.568,0.371
1432,164.927,0.563
1432,81.11,0.361
1433,168.822,0.579
1433,72.367,0.351
1434,177.064,0.575
1434,68.746,0.344
1435,179.416,0.454
1435,75.138,0.378
1436,4.44,0.528
1436,74.648,0.4
1437,4.473,0.528
1437,74.584,0.399
1438,165.615,0.503
1438,84.949,0.364
1439,167.66,0.536
1439,80.276,0.367
1440,164.425,0.549
1440,85.436,0.328
1441,153.591,0.554
1441,91.155,0.32
1442,144.341,0.593
1442,91.816,0.341
1443,144.287,0.595
1443,91.842,0.341
1444,133.049,0.578
1445,124.254,0.549
1445,93.822,0.357
1446,115.97,0.547
1446,94.775,0.358
1447,106.196,0.522
1448,103.917,0.519
1449,103.861,0.519
1450,100.741,0.54
1450,104.391,0.356
1451,106.4,0.538
1451,102.146,0.369
1452,108.747,0.568
1452,109.283,0.39
1453,109.715,0.519
1453,105.553,0.413
1454,106.606,0.512
1454,102.93,0.382
1455,106.707,0.512
1455,102.881,0.382
1456,107.914,0.538
1456,102.943,0.384
1457,103.27,0.54
1458,102.393,0.535
1458,106.772,0.395
1459,101.191,0.539
1459,106.627,0.392
1460,102.072,0.555
1460,110.61,0.363
1461,101.98,0.555
1461,110.402,0.363
1462,101.502,0.554
1462,114.468,0.372
1463,102.182,0.574
1463,114.595,0.354
1464,99.806,0.568
1464,107.996,0.368
1465,99.467,0.542
1465,108.84,0.388
1466,99.9,0.534
1466,105.548,0.37
1467,99.933,0.534
1467,105.665,0.369
1468,100.308,0.504
1468,100.801,0.36
1469,100.421,0.509
1469,109.379,0.437
1470,100.589,0.514
1470,101.374,0.434
1471,99.133,0.527
1471,92.536,0.406
1472,94.928,0.588
1472,89.383,0.392
1473,94.906,0.587
1473,89.162,0.391
1474,93.972,0.605
1474,89.453,0.418
1475,91.655,0.586
1475,89.45,0.4
1476,88.233,0.574
1476,93.649,0.408
1477,85.634,0.529
1477,94.185,0.44
1478,81.05,0.495
1478,91.934,0.454
1479,81.001,0.494
1479,91.978,0.453
1480,82.338,0.523
1480,90.543,0.422
1481,79.834,0.55
1481,89.646,0.45
1482,80.828,0.55
1482,89.046,0.453
1483,80.801,0.54
1483,89.772,0.455
1484,81.951,0.546
1484,91.237,0.436
1485,81.942,0.546
1485,91.186,0.436
1486,83.979,0.535
1486,88.18,0.442
1487,84.828,0.573
1487,89.527,0.445
1488,85.137,0.571
1488,89.364,0.427
1489,89.186,0.585
1489,87.858,0.436
1490,86.897,0.608
1490,85.913,0.452
1491,86.917,0.607
1491,85.99,0.451
1492,86.565,0.634
1492,84.234,0.456
1493,88.502,0.651
1493,84.181,0.438
1494,87.962,0.719
1494,86.376,0.448
1495,89.157,0.623
1495,82.166,0.466
1496,87.428,0.529
1496,84.573,0.46
1497,87.369,0.527
1497,84.531,0.46
1498,86.164,0.56
1498,84.489,0.448
1499,88.52,0.513
1499,86.277,0.448
1500,85.703,0.654
1500,87.737,0.445
1501,84.305,0.622
1501,89.739,0.453
1502,79.004,0.702
1502,92.477,0.456
1503,78.944,0.702
1503,92.47,0.456
1504,82.51,0.63
1504,93.149,0.448
1505,84.627,0.612
1505,95.018,0.476
1506,75.846,0.655
1506,93.492,0.436
1507,72.417,0.67
1507,92.383,0.421
1508,73.943,0.656
1508,89.522,0.436
1509,73.993,0.657
1509,89.459,0.437
1510,73.595,0.652
1510,88.168,0.434
1511,71.593,0.595
1511,88.058,0.422
1512,73.133,0.577
1512,85.548,0.446
1513,75.291,0.584
1513,83.856,0.466
1514,77.155,0.574
1514,85.242,0.484
1515,77.167,0.573
1515,85.04,0.485
1516,81.134,0.573
1516,79.842,0.492
1517,83.039,0.577
1517,87.041,0.437
1518,86.102,0.575
1518,87.902,0.431
1519,87.338,0.564
1519,86.385,0.509
1520,89.137,0.556
1520,92.737,0.426
1521,89.123,0.556
1521,92.823,0.426
1522,89.925,0.607
1522,94.592,0.478
1523,91.086,0.608
1523,90.214,0.478
1524,91.632,0.597
1524,93.068,0.413
1525,93.372,0.598
1525,95.531,0.417
1526,92.688,0.613
1526,95.836,0.416
1527,92.63,0.613
1527,95.987,0.416
1528,93.433,0.607
1528,96.978,0.41
1529,94.577,0.61
1529,97.751,0.409
1530,94.554,0.61
1530,94.83,0.506
1531,93.084,0.588
1531,94.689,0.419
1531,93.817,0.408
1532,93.832,0.565
1532,96.546,0.425
1533,93.765,0.564
1533,96.473,0.425
1534,90.49,0.539
1534,96.008,0.475
1535,88.886,0.563
1535,97.15,0.467
1536,87.89,0.56
1536,95.402,0.459
1537,89.01,0.558
1537,99.577,0.455
1538,87.634,0.567
1538,97.382,0.432
1539,87.608,0.567
1539,97.391,0.431
1540,87.524,0.564
1540,87.654,0.427
1541,87.17,0.556
1541,85.939,0.434
1542,88.733,0.559
1542,102.2,0.378
1543,87.483,0.534
1543,99.851,0.36
1544,87.487,0.528
1544,101.089,0.395
1545,87.475,0.529
1545,101.218,0.395
1546,89.418,0.552
1546,99.144,0.365
1547,90.068,0.556
1547,101.029,0.396
1548,88.958,0.526
1548,101.359,0.395
1549,86.617,0.541
1549,96.1,0.396
1550,86.21,0.612
1550,91.606,0.417
1551,86.126,0.613
1551,91.571,0.417
1552,87.456,0.602
1552,90.747,0.393
1553,87.349,0.633
1553,89.18,0.389
1554,86.694,0.546
1554,84.494,0.356
1555,85.422,0.495
1555,87.932,0.328
1556,83.094,0.483
1556,88.007,0.362
1557,83.173,0.482
1557,88.131,0.362
1558,82.658,0.497
1558,88.128,0.351
1559,79.595,0.514
1559,86.61,0.339
1560,81.446,0.504
1560,87.659,0.352
1561,83.721,0.469
1561,88.609,0.367
1562,83.449,0.472
1562,92.456,0.352
1563,83.469,0.471
1563,92.472,0.352
1564,83.483,0.469
1564,92.769,0.365
1565,83.863,0.523
1565,92.799,0.365
1566,83.289,0.563
1566,92.17,0.329
1567,84.718,0.537
1567,92.223,0.367
1568,84.289,0.559
1568,88.134,0.39
1569,84.251,0.56
1569,88.16,0.39
1570,84.468,0.547
1570,91.009,0.38
1571,83.919,0.561
1571,91.155,0.389
1572,85.378,0.561
1572,89.758,0.397
1573,85.299,0.591
1573,89.676,0.377
1574,86.108,0.607
1574,90.36,0.38
1575,86.101,0.608
1575,90.238,0.381
1576,84.926,0.586
1576,88.558,0.382
1577,82.14,0.629
1577,87.621,0.358
1578,84.75,0.595
1578,84.392,0.352
1579,81.301,0.585
1579,85.967,0.317
1580,80.584,0.53
1580,83.928,0.344
1581,80.441,0.528
1581,83.848,0.343
1582,78.755,0.572
1582,79.168,0.39
1583,72.0,0.568
1583,78.684,0.391
1584,73.976,0.544
1584,82.399,0.349
1585,71.623,0.558
1585,83.11,0.375
1586,66.202,0.574
1586,84.557,0.401
1587,66.328,0.573
1587,84.506,0.401
1588,69.834,0.544
1588,85.664,0.366
1589,71.789,0.508
1589,86.7,0.38
1590,69.07,0.553
1590,90.881,0.47
1591,74.132,0.574
1591,92.093,0.46
1592,72.109,0.597
1592,93.357,0.462
1593,72.014,0.598
1593,93.476,0.462
1594,73.578,0.613
1594,93.095,0.451
1595,74.917,0.632
1595,89.901,0.45
1596,76.88,0.635
1596,82.403,0.422
1597,79.972,0.629
1597,78.541,0.421
1598,84.827,0.585
1598,78.586,0.449
1599,84.866,0.585
1599,78.65,0.45
1600,82.178,0.618
1600,74.2,0.483
1601,82.225,0.609
1601,72.661,0.458
1602,82.0,0.587
1602,76.474,0.443
1603,81.404,0.581
1603,76.859,0.491
1604,87.29,0.594
1604,85.347,0.395
1605,87.309,0.594
1605,85.318,0.396
1606,89.65,0.614
1606,85.934,0.395
1607,90.621,0.627
1607,85.485,0.408
1608,90.886,0.649
1608,87.044,0.412
1609,93.781,0.698
1609,84.301,0.465
1610,92.558,0.635
1610,86.966,0.429
1611,92.512,0.635
1611,86.851,0.43
1612,93.175,0.609
1612,87.329,0.402
1613,94.774,0.583
1613,89.798,0.4
1614,94.755,0.607
1614,88.822,0.4
1615,94.393,0.601
1615,91.986,0.414
1616,93.685,0.597
1616,92.778,0.415
1617,93.665,0.597
1617,92.815,0.416
1618,93.575,0.597
1618,94.291,0.401
1619,92.167,0.58
1619,87.978,0.397
1620,91.543,0.562
1620,91.092,0.428
1621,90.967,0.572
1621,91.669,0.424
1622,88.214,0.558
1623,88.196,0.556
1624,86.899,0.562
1625,86.25,0.554
1626,86.254,0.529
1626,95.375,0.422
1627,87.441,0.535
1628,89.16,0.59
1628,99.125,0.423
1629,89.133,0.592
1629,99.312,0.422
1630,88.51,0.671
1630,102.426,0.423
1631,86.335,0.614
1631,103.123,0.396
1632,82.776,0.541
1632,98.915,0.418
1633,80.336,0.541
1633,101.976,0.397
1634,90.122,0.675
1634,96.744,0.358
1635,90.155,0.675
1635,96.734,0.357
1636,93.504,0.646
1636,96.904,0.355
1637,96.834,0.593
1637,96.913,0.36
1638,109.185,0.584
1638,93.391,0.371
1639,113.129,0.486
1639,100.197,0.419
1640,124.542,0.497
1640,104.822,0.44
1641,124.604,0.496
1641,104.969,0.44
1642,134.318,0.566
1642,105.809,0.463
1643,133.101,0.56
1643,106.572,0.427
1644,139.367,0.692
1644,107.836,0.39
1645,136.891,0.689
1645,107.591,0.345
1646,142.538,0.727
1646,110.742,0.295
1647,142.611,0.727
1647,110.448,0.296
1648,142.24,0.803
1648,122.223,0.354
1649,146.394,0.752
1649,116.659,0.326
1650,147.25,0.794
1650,131.274,0.381
1651,145.959,0.764
1651,126.016,0.379
1652,150.617,0.722
1652,116.91,0.411
1653,150.584,0.719
1653,116.755,0.411
1654,153.712,0.78
1654,118.16,0.409
1655,156.43,0.872
1655,118.887,0.378
1656,151.051,0.77
1656,107.265,0.361
1657,152.587,0.733
1657,97.571,0.334
1658,155.464,0.802
1659,155.602,0.802
1660,167.37,0.69
1660,94.946,0.31
1661,167.427,0.703
1662,164.194,0.65
1662,107.094,0.446
1663,152.127,0.777
1663,110.487,0.419
1664,160.632,0.858
1664,108.173,0.47
1665,160.614,0.857
1665,108.149,0.469
1666,164.493,0.736
1666,96.711,0.407
1667,161.892,0.663
1667,93.868,0.397
1668,153.671,0.629
1668,97.349,0.419
1669,151.813,0.567
1669,105.228,0.413
1670,150.666,0.542
1670,102.782,0.403
1671,150.76,0.544
1671,102.697,0.403
1672,146.841,0.509
1672,100.281,0.459
1673,139.602,0.687
1673,108.536,0.522
1674,148.098,0.635
1674,104.636,0.437
1675,146.009,0.658
1675,112.616,0.42
1676,143.302,0.685
1676,106.988,0.352
1677,143.226,0.684
1677,107.032,0.352
1678,162.561,0.546
1678,119.321,0.325
1678,144.399,0.413
1679,165.466,0.475
1679,129.421,0.311
1680,158.782,0.479
1680,142.54,0.277
1681,167.011,0.437
1681,150.186,0.362
1682,156.637,0.458
1683,156.693,0.459
1684,150.018,0.421
1684,173.056,0.312
1685,140.876,0.373
1685,132.494,0.271
1686,140.547,0.414
1686,82.432,0.329
1687,131.018,0.465
1687,140.796,0.327
1688,121.018,0.447
1688,139.953,0.356
1689,120.95,0.446
1689,139.032,0.355
1690,107.242,0.412
1690,12.672,0.359
1691,99.604,0.418
1691,71.42,0.372
1692,95.111,0.454
1692,134.899,0.358
1693,93.412,0.482
1694,92.662,0.502
1695,92.662,0.501
1696,89.932,0.525
1696,112.143,0.396
1697,88.384,0.543
1697,121.634,0.395
1698,86.483,0.557
1698,119.494,0.429
1699,83.811,0.559
1699,117.89,0.453
1700,81.017,0.593
1700,105.289,0.397
1701,81.075,0.593
1701,105.11,0.397
1702,79.365,0.619
1702,103.18,0.441
1703,80.594,0.579
1703,99.331,0.456
1704,81.231,0.595
1704,92.651,0.457
1705,78.915,0.588
1705,92.246,0.462
1706,79.783,0.59
1706,91.875,0.47
1707,79.83,0.59
1707,91.866,0.47
1708,81.238,0.595
1708,91.509,0.459
1709,82.667,0.587
1709,90.368,0.454
1710,82.729,0.595
1710,86.086,0.436
1711,83.354,0.622
1711,88.314,0.427
1712,85.568,0.627
1712,85.48,0.428
1713,85.537,0.627
1713,85.298,0.429
1714,85.042,0.636
1714,77.672,0.46
1715,85.083,0.631
1715,78.944,0.477
1716,83.367,0.589
1716,73.531,0.486
1717,81.517,0.587
1717,71.731,0.467
1718,87.628,0.581
1718,70.162,0.493
1719,87.587,0.58
1719,70.185,0.493
1720,89.984,0.595
1720,69.994,0.495
1721,89.833,0.582
1721,72.476,0.494
1722,90.948,0.57
1722,72.956,0.467
1723,74.174,0.439
1723,88.147,0.571
1724,88.835,0.581
1724,77.982,0.426
1725,88.739,0.581
1725,78.1,0.426
1726,89.782,0.577
1726,81.777,0.447
1727,81.255,0.59
1727,81.953,0.446
1728,84.443,0.526
1728,85.809,0.448
1729,82.729,0.549
1729,88.541,0.411
1730,81.573,0.566
1730,88.092,0.429
1731,81.523,0.566
1731,88.126,0.43
1732,75.09,0.546
1732,90.036,0.417
1733,77.837,0.569
1733,88.246,0.442
1734,77.555,0.536
1734,87.682,0.439
1735,79.981,0.573
1735,90.069,0.485
1736,79.359,0.612
1736,90.619,0.481
1737,79.364,0.612
1737,90.626,0.48
1738,77.406,0.644
1738,94.263,0.434
1739,81.603,0.607
1739,87.699,0.457
1740,80.202,0.605
1740,86.356,0.456
1741,79.978,0.621
1741,85.158,0.473
1742,80.087,0.62
1742,86.841,0.428
1743,80.129,0.62
1743,86.83,0.428
1744,80.646,0.622
1744,85.115,0.461
1745,83.238,0.605
1745,88.392,0.455
1746,85.076,0.609
1746,86.847,0.421
1747,85.759,0.608
1747,83.044,0.422
1748,87.051,0.627
1748,84.909,0.425
1749,87.063,0.626
1749,84.884,0.425
1750,88.816,0.619
1750,89.313,0.417
1751,89.16,0.619
1751,86.524,0.433
1752,89.431,0.615
1752,84.271,0.497
1753,89.376,0.608
1753,87.643,0.39
1754,89.278,0.587
1754,90.863,0.451
1755,89.266,0.587
1755,90.929,0.45
1756,89.038,0.584
1756,82.232,0.45
1757,87.557,0.61
1757,79.685,0.434
1758,86.082,0.6
1759,87.484,0.626
1759,83.079,0.418
1760,87.322,0.622
1760,85.093,0.447
1761,87.279,0.622
1761,85.059,0.447
1762,88.397,0.587
1762,84.539,0.465
1763,87.811,0.544
1763,89.255,0.45
1764,87.973,0.572
1764,94.021,0.482
1765,85.363,0.572
1765,90.455,0.418
1766,83.374,0.554
1766,89.96,0.437
1767,83.365,0.555
1767,90.029,0.436
1768,81.131,0.534
1768,90.129,0.419
1769,81.562,0.536
1769,86.839,0.406
1770,82.01,0.558
1770,88.277,0.475
1771,80.809,0.558
1771,99.227,0.416
1772,79.645,0.547
1772,104.863,0.43
1773,79.603,0.548
1773,105.056,0.431
1774,78.708,0.583
1774,101.161,0.404
1775,78.702,0.601
1775,108.882,0.428
1776,77.964,0.578
1776,109.057,0.434
1777,73.335,0.53
1777,111.408,0.441
1778,67.524,0.495
1778,114.831,0.502
1779,67.65,0.493
1779,114.788,0.503
1780,58.607,0.473
1780,121.018,0.497
1781,57.83,0.486
1781,123.17,0.432
1782,50.38,0.511
1782,127.213,0.483
1783,43.498,0.555
1783,113.721,0.401
1784,40.266,0.536
1784,115.183,0.392
1785,40.309,0.536
1785,114.973,0.391
1786,33.189,0.571
1786,115.202,0.374
1787,32.587,0.547
1787,109.831,0.38
1788,27.684,0.581
1788,107.845,0.389
1789,24.504,0.598
1789,105.559,0.378
1790,24.816,0.59
1790,100.813,0.391
1791,24.686,0.591
1791,100.686,0.391
1792,28.562,0.55
1792,98.604,0.37
1793,33.381,0.595
1793,91.381,0.323
1794,36.74,0.598
1794,82.834,0.28
1795,36.884,0.572
1796,40.813,0.571
1796,92.644,0.388
1797,40.836,0.572
1797,92.865,0.388
1798,41.277,0.565
1798,110.854,0.414
1799,48.94,0.546
1799,106.671,0.432
1800,56.815,0.536
1800,109.482,0.433
1801,65.302,0.523
1801,111.59,0.474
1802,70.381,0.525
1802,112.854,0.44
1803,70.427,0.525
1803,112.718,0.441
1804,78.307,0.506
1804,110.36,0.478
1805,79.611,0.528
1805,107.889,0.462
1806,86.232,0.543
1806,107.167,0.408
1807,89.615,0.56
1807,105.615,0.464
1808,91.535,0.536
1808,111.274,0.459
1809,91.502,0.536
1809,111.154,0.459
1810,93.049,0.559
1810,104.716,0.462
1811,95.805,0.523
1811,112.206,0.472
1812,98.124,0.505
1812,114.739,0.485
1813,99.956,0.556
1813,117.749,0.451
1814,102.914,0.586
1814,130.95,0.385
1815,102.901,0.585
1815,130.999,0.385
1816,105.714,0.601
1816,131.836,0.422
1817,104.792,0.568
1817,132.895,0.406
1818,105.491,0.571
1818,134.595,0.47
1819,105.672,0.559
1819,140.253,0.445
1820,149.209,0.459
1820,106.08,0.569
1821,149.317,0.458
1821,106.106,0.569
1822,107.878,0.613
1822,155.254,0.466
1823,104.252,0.548
1823,141.272,0.446
1824,103.873,0.53
1824,151.821,0.467
1825,104.089,0.544
1825,148.813,0.435
1826,103.522,0.548
1826,135.707,0.412
1827,103.462,0.549
1827,135.769,0.412
1828,99.348,0.548
1828,133.054,0.429
1829,101.101,0.562
1829,127.728,0.438
1830,100.869,0.55
1830,116.464,0.437
1831,104.689,0.564
1831,110.726,0.451
1832,105.569,0.576
1832,103.185,0.424
1833,105.515,0.576
1833,103.087,0.422
1834,109.288,0.547
1834,98.178,0.427
1835,112.023,0.55
1835,93.603,0.436
1836,116.412,0.546
1836,89.136,0.431
1837,115.437,0.561
1837,90.2,0.448
1838,113.111,0.6
1838,90.407,0.458
1839,113.116,0.6
1839,90.374,0.459
1840,112.998,0.559
1840,87.354,0.469
1841,110.935,0.547
1841,88.822,0.462
1842,103.982,0.538
1842,89.743,0.447
1843,109.647,0.575
1843,89.383,0.453
1844,112.655,0.577
1844,89.978,0.455
1845,112.8,0.577
1845,90.004,0.455
1846,116.259,0.603
1846,90.399,0.435
1847,116.16,0.607
1847,89.767,0.438
1848,114.125,0.588
1848,90.196,0.435
1849,109.507,0.572
1849,88.943,0.416
1850,108.193,0.56
1850,88.403,0.422
1851,108.292,0.56
1851,88.395,0.422
1852,103.809,0.55
1852,87.992,0.41
1853,103.452,0.527
1853,88.921,0.41
1854,99.641,0.54
1854,88.706,0.43
1855,98.248,0.556
1855,93.632,0.433
1856,98.098,0.603
1856,93.986,0.434
1857,98.074,0.602
1857,93.944,0.434
1858,97.666,0.583
1858,95.003,0.434
1859,97.508,0.572
1859,94.179,0.449
1860,98.559,0.542
1860,95.601,0.439
1861,98.271,0.564
1861,96.835,0.441
1862,98.138,0.562
1862,102.425,0.396
1863,98.148,0.562
1863,102.575,0.396
1864,94.053,0.575
1864,104.776,0.45
1865,96.129,0.588
1865,107.785,0.475
1866,94.468,0.59
1866,106.621,0.476
1867,91.63,0.575
1867,108.81,0.44
1868,90.859,0.587
1868,107.466,0.435
1869,90.839,0.586
1869,107.422,0.435
1870,90.04,0.603
1870,105.579,0.451
1871,89.349,0.611
1871,103.791,0.441
1872,89.867,0.612
1872,103.206,0.44
1873,89.548,0.609
1873,100.693,0.419
1874,87.806,0.601
1874,98.415,0.406
1875,87.84,0.601
1875,98.429,0.406
1876,86.299,0.602
1876,94.655,0.392
1877,86.54,0.615
1877,94.606,0.391
1878,86.624,0.571
1879,88.124,0.578
1880,89.777,0.573
1880,93.339,0.366
1881,89.738,0.573
1881,93.202,0.365
1882,90.734,0.569
1882,92.539,0.374
1883,92.323,0.556
1883,94.065,0.432
1884,94.55,0.559
1884,96.831,0.443
1885,97.312,0.558
1885,100.083,0.434
1886,97.884,0.532
1886,90.694,0.438
1887,97.884,0.533
1887,90.847,0.436
1888,96.835,0.539
1888,88.694,0.419
1889,96.225,0.555
1889,93.993,0.379
1890,96.858,0.572
1891,98.661,0.562
1891,89.632,0.478
1892,97.756,0.555
1892,93.216,0.432
1893,97.768,0.554
1893,93.587,0.433
1894,95.697,0.542
1894,85.775,0.413
1895,95.724,0.521
1895,120.203,0.38
1896,94.974,0.491
1896,113.081,0.397
1897,95.022,0.491
1897,115.899,0.413
1898,94.913,0.501
1898,106.465,0.398
1899,94.916,0.501
1899,105.453,0.397
1900,94.941,0.516
1900,93.972,0.397
1901,94.769,0.537
1901,102.82,0.407
1902,93.559,0.5
1902,102.711,0.406
1903,94.689,0.527
1903,103.311,0.401
1904,94.834,0.542
1904,100.353,0.384
1905,94.859,0.542
1905,100.358,0.384
1906,93.466,0.513
1906,101.946,0.392
1907,93.311,0.478
1907,101.291,0.405
1908,93.178,0.508
1908,99.528,0.402
1909,95.762,0.528
1909,88.133,0.403
1910,97.13,0.532
1910,88.071,0.399
1911,97.058,0.531
1911,88.123,0.399
1912,98.354,0.535
1912,89.791,0.368
1913,97.9,0.519
1913,88.232,0.369
1914,96.331,0.53
1914,87.592,0.362
1915,95.458,0.567
1915,88.191,0.375
1916,92.765,0.59
1916,90.218,0.358
1917,92.786,0.59
1917,90.188,0.359
1918,92.434,0.617
1918,91.025,0.368
1919,93.576,0.627
1919,89.234,0.373
1920,92.344,0.628
1920,90.177,0.362
1921,89.33,0.601
1921,95.417,0.39
1922,87.85,0.562
1922,99.435,0.391
1923,87.842,0.563
1923,99.405,0.391
1924,89.485,0.577
1924,98.061,0.406
1925,88.864,0.578
1925,92.747,0.392
1926,90.466,0.614
1926,91.288,0.399
1927,90.412,0.597
1927,90.525,0.399
1928,87.982,0.574
1928,93.151,0.395
1929,87.968,0.574
1929,93.105,0.395
1930,87.856,0.622
1930,94.497,0.414
1931,84.604,0.589
1931,93.906,0.428
1932,87.016,0.583
1932,92.68,0.409
1933,88.563,0.566
1933,92.065,0.463
1934,89.564,0.588
1934,88.899,0.434
1935,89.437,0.588
1935,88.883,0.434
1936,91.52,0.568
1936,89.915,0.387
1937,93.71,0.562
1937,90.114,0.408
1938,96.632,0.598
1938,89.093,0.398
1939,94.024,0.601
1939,90.354,0.417
1940,100.281,0.617
1940,87.288,0.395
1941,100.255,0.617
1941,87.177,0.395
1942,101.589,0.63
1942,89.337,0.405
1943,101.637,0.599
1943,88.872,0.397
1944,103.558,0.598
1944,86.374,0.41
1945,106.107,0.59
1945,88.505,0.367
1946,109.206,0.642
1946,88.985,0.384
1947,109.224,0.641
1947,89.117,0.385
1948,109.547,0.629
1948,89.242,0.435
1949,106.404,0.617
1949,87.456,0.449
1950,105.447,0.609
1950,83.068,0.43
1951,103.693,0.643
1951,89.195,0.423
1952,104.925,0.642
1952,90.006,0.418
1953,104.897,0.642
1953,89.953,0.419
1954,103.878,0.604
1954,91.525,0.407
1955,104.496,0.634
1955,89.053,0.419
1956,103.411,0.638
1956,83.008,0.414
1957,99.943,0.621
1957,88.334,0.421
1958,97.611,0.617
1958,86.51,0.39
1959,97.605,0.617
1959,86.452,0.389
1960,94.233,0.617
1960,89.709,0.374
1961,89.717,0.632
1961,89.175,0.382
1962,88.224,0.634
1962,88.917,0.424
1963,84.61,0.626
1963,91.176,0.346
1964,85.052,0.563
1964,88.592,0.409
1965,85.103,0.564
1965,88.812,0.409
1966,82.386,0.569
1966,87.053,0.409
1967,83.387,0.591
1967,74.426,0.442
1968,86.776,0.629
1968,66.864,0.371
1969,87.825,0.65
1969,55.934,0.342
1970,87.214,0.626
1970,29.957,0.32
1970,88.383,0.281
1971,87.198,0.626
1971,29.787,0.319
1971,88.361,0.282
1972,86.242,0.647
1972,20.035,0.216
1972,88.487,0.285
1973,88.552,0.613
1973,28.373,0.237
1973,88.672,0.285
1974,90.775,0.613
1974,48.683,0.425
1974,88.633,0.283
1975,90.049,0.58
1975,37.426,0.416
1975,88.462,0.283
1976,92.182,0.552
1976,41.341,0.41
1976,88.594,0.281
1977,92.172,0.552
1977,41.415,0.411
1977,88.619,0.282
1978,90.781,0.543
1978,40.786,0.474
1978,88.65,0.282
1979,90.651,0.53
1979,42.139,0.494
1979,88.479,0.283
1980,87.58,0.516
1980,43.673,0.488
1980,88.754,0.284
1981,88.25,0.512
1981,53.417,0.501
1981,88.66,0.286
1982,90.209,0.539
1982,58.254,0.479
1983,90.212,0.539
1983,58.082,0.479
1984,89.673,0.511
1984,68.114,0.457
1985,83.281,0.61
1985,70.241,0.458
